연번,검사년도,검사월,수도사업자,정수장명,수원종류,수질검사기관,일반세균,총대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,페놀,총트리할로메탄,다이아지논,파라티온,1_2-디브로모-3-클로로프로판,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_1-디클로로에틸렌,사염화탄소,경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,잔류염소,붕소,클로로포름,대장균-분원성대장균군,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,브로모디클로로메탄,디브로모클로로메탄,1_4-다이옥산,포름알데히드,브롬산염,우라늄
7726,2020,6,강원도 태백시,당골2,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.6,적합,적합,0,1,0,7.7,0.002,2.9,61,0,0,0.13,2,0,1.03,0,0.018,불검출,0,0,0,0,0.001,0,0,0,0,0,0
7727,2020,6,강원도 태백시,혈리,용천수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.6,적합,적합,0,1,0,7.5,0,14.2,137,0,0,0.23,7,0,0.62,0,0.018,불검출,0,0,0,0,0.006,0.004,0,0,0,0,0
7728,2020,6,강원도 속초시,설악,복류수,강원-보건환경연구원,0,불검출,0,0.25,0,0,0,0,0,0,0.6,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.8,적합,적합,0,1,0,6.9,0.003,4.7,18,0,0,0.03,3,0.01,0.63,0,0.01,불검출,0.0016,0,0.001,0,0.002,0.003,0,0,0,0.0017,
7729,2020,6,강원도 속초시,속초,복류수,강원-보건환경연구원,0,불검출,0,0.21,0,0,0,0,0,0,0.8,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.7,적합,적합,0,1,0,6.6,0,6.9,24,0,0,0.04,4,0.14,0.68,0,0.005,불검출,0.0012,0,0.0008,0,0.002,0.004,0,0,0,0,
7730,2020,6,강원도 속초시,학사평,계곡수,강원-보건환경연구원,0,불검출,0,0.43,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.6,적합,적합,0,1,0,6.8,0,6.5,13,0,0,0.04,3,0,0.63,0,0,불검출,0.0005,0,0,0,0,0,0,0,0,0,
7731,2020,6,강원도 삼척시,동막,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.3,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2.6,적합,적합,0.014,1,0,7.6,0.003,5.5,71,0,0,0.03,5,0,0.53,0,0.024,불검출,0.0034,0,0.0013,0,0.02,0.005,0,0,0,0,
7732,2020,6,강원도 삼척시,마교,하천수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.5,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.7,적합,적합,0.021,1,0,8,0.003,2.4,135,0,0,0.11,3,0,0.37,0,0.008,불검출,0.0024,0.0006,0.0007,0,0.005,0.003,0,0,0,0,
7733,2020,6,강원도 삼척시,마평,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.3,적합,적합,0,1,0,7.6,0.006,3.8,107,0,0,0.02,13,0,0.58,0,0.004,불검출,0.002,0.0006,0.0008,0,0.003,0,0,0,0,0,
7734,2020,6,강원도 삼척시,옥원,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.9,적합,적합,0,1,0,6.8,0.005,4.7,33,0,0,0.03,4,0,0.89,0,0.015,불검출,0.0029,0.0006,0.0012,0,0.018,0.004,0,0,0,0,
7735,2020,6,강원도 삼척시,임원,지하수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.4,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.9,적합,적합,0.01,1,0,7,0.008,7.7,47,0,0,0.07,7,0,0.5,0,0,불검출,0.0021,0.0007,0.0007,0,0.005,0,0,0,0,0.0008,0
7736,2020,6,강원도 홍천군,도관,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1.2,적합,적합,0,1,0,6.8,0.005,22,70,0,0,0.02,9,0,0.76,0,0.011,불검출,0.0012,0,0.0013,0,0.017,0.004,0.002,0,0,0.0031,
7737,2020,6,강원도 홍천군,성산,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,3.3,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2.4,적합,적합,0.032,1,0,6.5,0.011,10.1,72,0,0,0.05,11,0,0.57,0,0.01,불검출,0.0027,0.0006,0.0015,0,0.012,0.003,0,0,0,0,
7738,2020,6,강원도 홍천군,속초,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,21,2.8,적합,적합,0,1,0,7.7,0.019,5.5,62,0,0,0.14,5,0,0.96,0,0.036,불검출,0.015,0.0029,0.0045,0,0.009,0.003,0,0,0,0,
7739,2020,6,강원도 홍천군,자은,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.9,적합,적합,0.013,1,0,7,0.01,7.4,142,0,0,0.07,11,0,0.53,0,0.016,불검출,0.0027,0.0006,0.0013,0,0.01,0.004,0,0,0,0,
7740,2020,6,강원도 홍천군,창촌,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,4.6,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0.5,적합,적합,0,1,0,6.8,0.032,84.4,246,0,0,0.03,13,0,0.7,0.02,0.013,불검출,0.0013,0,0.0017,0,0.014,0.005,0.002,0,0,0.0012,
7741,2020,6,강원도 홍천군,태학,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,70,0.6,적합,적합,0,1,0,7.6,0,22.2,150,0,0,0.1,12,0.02,0.46,0.01,0.03,불검출,0.0229,0.0022,0.0033,0,0.006,0,0.001,0.001,0,0,
7742,2020,6,강원도 홍천군,풍암,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,적합,적합,0,1,0,7.1,0.009,11.4,81,0,0,0.04,9,0,0.8,0,0.014,불검출,0.0014,0,0.0014,0,0.015,0.004,0.001,0,0,0,
7743,2020,6,강원도 영월군,상동,복류수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2,적합,적합,0,0,0,6.9,0.007,5.7,25,0,0,0.06,4,0,1.06,0,0.027,불검출,0,0,0,0,0.072,0.004,0,0,0,0,0
7744,2020,6,강원도 영월군,쌍용,하천수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1.6,적합,적합,0,0,0,8,0,20.4,170,0,0,0.17,15,0.1,0.64,0.01,0.038,불검출,0,0,0.0005,0,0.012,0.01,0,0,0,0.0008,0.5
7745,2020,6,강원도 영월군,영월,지하수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.8,적합,적합,0,0,0,7.1,0,2.9,26,0,0,0.06,2,0,0.66,0.01,0,불검출,0,0,0,0,0.007,0,0,0,0,0,0
7746,2020,6,강원도 영월군,주천,지하수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,2.1,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1.6,적합,적합,0,0,0,7.2,0,17.6,153,0,0,0.11,10,0,1.06,0.01,0.01,불검출,0,0,0,0,0.019,0.005,0,0,0,0.0005,0.3
7747,2020,6,강원도 영월군,하동,지하수,중앙생명연구원(주),0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1.1,적합,적합,0,0,0,7.8,0,13.4,170,0,0,0.13,15,0,0.91,0.01,0.006,불검출,0,0,0,0,0.011,0.003,0,0,0,0,0.4
7748,2020,6,강원도 평창군,대관령,복류수,(주)키위수질시험센터,0,불검출,0,0,0,0,0,0,0,0,3.2,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.9,적합,적합,0,1,0,7.4,0.006,27.7,73,0,0,0.17,8,0,0.76,0.01,0.021,불검출,0.0065,0,0.0013,0,0.013,0.005,0,0,0,0,0.4
7749,2020,6,강원도 평창군,미탄,복류수,(주)키위수질시험센터,0,불검출,0,0,0,0,0,0,0,0,0.9,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.3,적합,적합,0,1,0,7.5,0.002,3.3,57,0,0,0.12,2,0,0.9,0,0.01,불검출,0.0026,0,0,0,0.012,0.004,0,0,0,0,
7750,2020,6,강원도 평창군,봉평,복류수,(주)키위수질시험센터,1,불검출,0,0,0,0,0,0,0,0,3.4,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,40,1.1,적합,적합,0.009,1,0,7.2,0.023,7.5,111,0,0,0.17,8,0,0.8,0.01,0.012,불검출,0.0058,0,0.0014,0,0.017,0.004,0,0,0,0,
7751,2020,6,강원도 평창군,신대관령,호소수,(주)키위수질시험센터,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9,적합,적합,0,1,0,7.4,0.003,8.1,65,0,0,0.16,2,0,0.67,0,0.04,불검출,0.0077,0,0.002,0,0.034,0.003,0,0,0,0,
7752,2020,6,강원도 평창군,진부,복류수,(주)키위수질시험센터,5,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,45,1.9,적합,적합,0.025,1,0,7,0.005,14.3,147,0,0,0.14,6,0,0.95,0,0.024,불검출,0.0047,0,0.0016,0,0.024,0.005,0,0,0,0,
7753,2020,6,강원도 평창군,평창대화통합,복류수,(주)키위수질시험센터,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2,적합,적합,0.052,1,0,7.8,0.004,16.7,175,0,0,0.12,12,0,0.87,0.01,0.01,불검출,0.0039,0,0,0,0.013,0.005,0,0,0,0,
7754,2020,6,강원도 정선군,구절,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1.1,적합,적합,0,1,0,7.9,0,7.1,168,0,0,0.26,9,0,0.23,0,0.027,불검출,0.0046,0.0006,0.0006,0,0.02,0.004,0,0,0,0,
7755,2020,6,강원도 정선군,납돌,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1.4,적합,적합,0,1,0,7.7,0,25.4,176,0,0,0.31,23,0,2.13,0,0.04,불검출,0.001,0.0006,0.0005,0,0.035,0.008,0,0,0,0,
7756,2020,6,강원도 정선군,덕송,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1.2,적합,적합,0,1,0,7.9,0,17.2,150,0,0,0.27,14,0,0.65,0.01,0.018,불검출,0.0022,0.0005,0,0,0.016,0.007,0,0,0,0,
7757,2020,6,강원도 정선군,도사곡,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1.3,적합,적합,0,1,0,7.5,0,19.8,108,0,0,0.35,7,0.02,0.41,0,0.028,불검출,0.0204,0.0005,0.0023,0,0.03,0.005,0,0,0,0,
7758,2020,6,강원도 정선군,북평,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0.005,0,0,0,0,0,0.9,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1.1,적합,적합,0,1,0,7.8,0,16.8,148,0,0,0.26,12,0,0.82,0.02,0.025,불검출,0.0069,0.0007,0.0007,0,0.02,0.008,0,0,0,0,
7759,2020,6,강원도 정선군,여량,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.8,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2.1,적합,적합,0,1,0,8,0,15.9,160,0,0,0.17,12,0,0.79,0.02,0.02,불검출,0.0058,0.0005,0.0005,0,0.017,0.007,0,0,0,0,
7760,2020,6,강원도 정선군,임계,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0.006,0,0,0,0,0,4.1,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1.5,적합,적합,0,1,0,7.4,0,21.3,144,0,0,0.16,15,0,1,0.03,0.026,불검출,0.0104,0.0007,0.0024,0,0.025,0.009,0,0,0,0,
7761,2020,6,강원도 정선군,조동,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.3,적합,적합,0,1,0,7.8,0.003,16.3,154,0,0.047,0.32,23,0,0.11,0.01,0.012,불검출,0.0005,0,0,0,0.007,0.004,0,0,0,0,
7762,2020,6,강원도 정선군,증산,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0.3,적합,적합,0,1,0,7.6,0,21.2,114,0,0,0.3,6,0.02,0.34,0.01,0.038,불검출,0.0183,0.0005,0.0014,0,0.038,0.004,0,0,0,0,
7763,2020,6,강원도 정선군,화암,복류수,(주)피엘아이환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0.4,적합,적합,0,1,0,7.7,0.007,15.6,204,0,0,0.3,17,0,0.19,0.01,0.003,불검출,0.0007,0.0006,0.0006,0,0.005,0,0,0,0,0,
7764,2020,6,강원도 철원군,갈말,복류수,강원-보건환경연구원,0,불검출,0.006,0.2,0,0,0,0,0,0,1.8,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1.3,적합,적합,0.016,1,0,7.6,0,13.2,84,0,0,0.08,8,0.12,0.4,0,0.02,불검출,0.0015,0,0.0013,0,0.014,0.004,0.001,0,0,0,0
7765,2020,6,강원도 철원군,동송,복류수,강원-보건환경연구원,0,불검출,0,0.22,0,0,0,0,0,0,1.9,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1.1,적합,적합,0,1,0,7.3,0,14,79,0,0,0.13,9,0.13,0.45,0,0.017,불검출,0.002,0,0.0016,0,0.013,0.004,0.001,0,0,0,0
7766,2020,6,강원도 철원군,서면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,적합,적합,0,1,0,7,0,5.6,168,0,0,0.06,6,0.09,0.35,0,0.014,불검출,0.0012,0,0.0007,0,0.015,0.003,0.001,0,0,0,0
7767,2020,6,강원도 화천군,사창,복류수,강원-보건환경연구원,0,불검출,0,0.21,0,0,0,0,0,0,2.5,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,적합,적합,0,1,0,6.8,0,9.9,56,0,0,0.21,6,0,0.48,0,0.01,불검출,0.0012,0,0.0009,0,0.006,0.003,0,0,0,0.0012,
7768,2020,6,강원도 화천군,산양,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1.1,적합,적합,0,1,0,6.8,0,9.8,77,0,0,0.23,8,0.03,0.55,0,0.019,불검출,0.001,0,0.0008,0,0,0.005,0,0,0,0.0019,
7769,2020,6,강원도 화천군,화천,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.4,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.5,적합,적합,0,1,0,6.7,0,6.3,87,0,0,0.05,5,0,0.38,0,0.006,불검출,0.0004,0,0.0003,0,0.004,0.003,0.001,0,0,0.0009,
7770,2020,6,강원도 양구군,남면,복류수,강원-보건환경연구원,0,불검출,0,0.21,0,0,0,0,0,0,2.5,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1.5,적합,적합,0,1,0,6.6,0,14.1,107,0,0,0.14,14,0,0,0,0.003,불검출,0.001,0,0.0009,0,0.01,0.003,0.001,0,0,0.0019,0
7771,2020,6,강원도 양구군,동면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,적합,적합,0,1,0,6.8,0,12.9,25,0,0,0.09,4,0,0.4,0,0.004,불검출,0.0005,0,0.0005,0,0.008,0.002,0,0,0,0.0053,0
7772,2020,6,강원도 양구군,방산면,복류수,강원-보건환경연구원,0,불검출,0,0.22,0,0,0,0,0,0,0.5,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.9,적합,적합,0,1,0,7.3,0,2.8,34,0,0,0.11,6,0,0,0,0.011,불검출,0.0013,0,0.0009,0,0.013,0.001,0,0,0,0.001,0
7773,2020,6,강원도 양구군,양구,복류수,강원-보건환경연구원,0,불검출,0,0.19,0,0,0,0,0,0,2.5,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.7,적합,적합,0.074,1,0,7.2,0.048,20.1,114,0.09,0,0.46,12,0,0,0,0.001,불검출,0.0003,0,0.0004,0,0.006,0.001,0.001,0,0,0.0009,0
7774,2020,6,강원도 인제군,기린·상남 통합,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.4,적합,적합,0,1,0,6.8,0.004,8.9,56,0,0,0.02,4,0,0.98,0,0,불검출,0.0047,0.0007,0.0014,0,0.019,0,0,0,0,0,
7775,2020,6,강원도 인제군,덕산,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1.7,적합,적합,0.022,1,0,6.9,0.022,10.7,91,0,0,0.02,5,0,0.47,0,0.031,불검출,0.0059,0,0.0016,0,0.016,0,0,0,0,0.0007,
7776,2020,6,강원도 인제군,부평,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.8,적합,적합,0.014,1,0,7.2,0.006,10.9,46,0,0,0.02,4,0,1.5,0,0,불검출,0.0089,0.0007,0.002,0,0.046,0,0,0,0,0.0011,
7777,2020,6,강원도 인제군,서화,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.3,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.4,적합,적합,0,1,0,6.9,0,4.7,20,0,0,0.03,3,0,0.78,0,0.066,불검출,0.0078,0,0.0019,0,0.042,0,0,0,0,0,
7778,2020,6,강원도 인제군,용대,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.9,적합,적합,0.019,1,0,6.9,0.005,4.6,50,0,0,0.02,3,0,0.67,0,0.015,불검출,0.009,0.0006,0.0019,0,0.052,0,0,0,0,0.0012,
7779,2020,6,강원도 인제군,천도,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.3,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.1,적합,적합,0.009,1,0,6.9,0.009,4.1,41,0,0,0.02,3,0,0.5,0,0.066,불검출,0.0079,0,0.0019,0,0.042,0,0,0,0,0.0008,
7780,2020,6,강원도 고성군,고성군 통합,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.6,적합,적합,0,1,0,6.8,0.004,9.6,55,0,0,0.07,4,0.05,0.5,0,0,불검출,0.0008,0,0.0007,0,0.002,0,0,0,0,0,
7781,2020,6,강원도 고성군,현내,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.7,적합,적합,0.011,1,0,6.4,0.003,12.4,43,0,0,0.04,5,0,0.6,0,0,불검출,0,0,0,0,0.002,0,0,0,0,0.0034,
7782,2020,6,강원도 양양군,양양,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.9,적합,적합,0,1,0,6.2,0.003,9.8,43,0,0,0.02,6,0,0.47,0,0.024,불검출,0.0018,0.0007,0.0007,0,0.004,0.025,0.015,0.003,0,0,
7783,2020,6,강원도 양양군,오색,계곡수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.5,적합,적합,0,1,0,6.5,0,2.2,22,0,0,0.12,3,0,0.35,0,0,불검출,0.001,0.0005,0.0006,0,0.045,0,0,0.003,0,0,
7784,2020,6,충청북도 청주시,낭성,지하수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,적합,적합,0,0,0,6.8,0.005,14.4,112,0,0,0.08,7,0,0.7,0,0,불검출,0,0,0,0,0.002,0,0,0,0,0,0.6
7785,2020,6,충청북도 청주시,미원,지하수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,적합,적합,0,0,0,7.1,0.019,10.9,128,0.08,0,0.06,6,0,0.7,0,0,불검출,0,0,0,0,0,0,0,0,0,0,0.6
7786,2020,6,충청북도 청주시,지북,호소수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.6,적합,적합,0,0,0,6.8,0,18,82,0,0,0.06,12,0,0.7,0,0.014,불검출,0.0028,0,0.0026,0,0.002,0.005,0,0,0,0,0
7787,2020,6,충청북도 충주시,단월1,복류수,충주시상수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3.1,적합,적합,0,0,0,7.4,0,26,153,0,0,0.08,6,0.05,0.76,0.02,0.029,불검출,0.0049,0.0005,0.0119,0,0.005,0.007,0,0.007,0,0,
7788,2020,6,충청북도 충주시,단월2,복류수,충주시상수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2.7,적합,적합,0,0,0,7.3,0,26,152,0,0,0.09,6,0.04,0.78,0.02,0.035,불검출,0.0052,0,0.0159,0,0.011,0.007,0,0,0,0,
7789,2020,6,충청북도 제천시,고암,하천수,제천시수도사업소,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1.1,적합,적합,0,1,0,8,0,24.4,124,0,0,0.11,15,0.17,0.8,0.01,0.023,불검출,0.005,0.0017,0.0026,0,0.018,0.006,0.002,0.007,0,0.0008,0
7790,2020,6,충청북도 보은군,교사,복류수,충북-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1.2,적합,적합,0,0,0,6.7,0.004,14.3,154,0,0,0.08,20,0,0.5,0.01,0.017,불검출,0.0014,0,0.0006,0,0,0.011,0.003,0,0,0.0008,
7791,2020,6,충청북도 보은군,내북,지하수,충북-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.4,적합,적합,0,0,0,7.2,0.004,7.8,150,0,0,0.03,10,0,0.6,0,0,불검출,0.0013,0,0,0,0,0,0,0,0,0,0.4
7792,2020,6,충청북도 보은군,원남,복류수,충북-보건환경연구원,0,불검출,0,0.8,0,0,0,0,0,0,3.2,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1.1,적합,적합,0,0,0,7,0.003,33.3,269,0,0,0.09,27,0,0.5,0.02,0.011,불검출,0.0005,0,0.0013,0,0,0.011,0.003,0,0,0.0006,
7793,2020,6,충청북도 옥천군,안남,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3.6,적합,적합,0,1,0,7.3,0.038,13.9,49,0,0,0.06,11,0,0.65,0.06,0.016,불검출,0.0021,0,0.0019,0,0,0.006,0.002,0.001,0,0,
7794,2020,6,충청북도 옥천군,옥천,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2.5,적합,적합,0,1,0,7.2,0.009,16.7,59,0,0,0.08,9,0.12,0.75,0,0.02,불검출,0.0079,0,0.0028,0,0.012,0.008,0.002,0.001,0,0,
7795,2020,6,충청북도 옥천군,청산,복류수,한울생명과학(주),0,불검출,0,0,0,0,0,0,0,0,5.2,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0.7,적합,적합,0,1,0,7.3,0.051,19.9,36,0,0,0.11,16,0,0.68,0,0.002,불검출,0.0025,0,0.0005,0,0,0.004,0.004,0,0,0,
7796,2020,6,충청북도 영동군,궁촌,호소수,(주)동우환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.1,적합,적합,0,1,0,6.9,0.169,11.4,92,0,0,0.07,9,0,0.71,0,0.022,불검출,0.0018,0,0.0012,0,0.021,0.004,0,0,0,0,
7797,2020,6,충청북도 영동군,영동,복류수,(주)동우환경기술연구원,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,적합,적합,0,1,0,6.9,0.043,14.3,116,0,0,0.05,8,0.03,0.49,0,0.022,불검출,0.0031,0,0.005,0,0.021,0.006,0,0,0,0,
